posteam,yardline_100,game_date,game_seconds_remaining,down,ydstogo,score_differential,fourth_down_converted,fourth_down_failed,field_goal_attempt,punt_attempt
NYJ,50.0,2011-01-02,730.0,4.0,9.0,17.0,0.0,0.0,0.0,1.0
KC,49.0,2011-01-02,3425.0,4.0,4.0,0.0,0.0,0.0,0.0,1.0
KC,12.0,2011-01-02,3367.0,4.0,5.0,0.0,0.0,0.0,1.0,0.0
OAK,70.0,2011-01-02,3243.0,4.0,3.0,-3.0,0.0,0.0,0.0,1.0
KC,58.0,2011-01-02,3086.0,4.0,5.0,3.0,0.0,0.0,0.0,1.0
OAK,70.0,2011-01-02,2882.0,4.0,11.0,-3.0,0.0,0.0,0.0,1.0
KC,58.0,2011-01-02,2722.0,4.0,6.0,3.0,0.0,0.0,0.0,1.0
KC,63.0,2011-01-02,2226.0,4.0,18.0,-4.0,0.0,0.0,0.0,1.0
OAK,64.0,2011-01-02,2121.0,4.0,9.0,4.0,0.0,0.0,0.0,1.0
KC,79.0,2011-01-02,2006.0,4.0,34.0,-4.0,0.0,0.0,0.0,1.0
OAK,21.0,2011-01-02,1811.0,4.0,6.0,4.0,0.0,0.0,1.0,0.0
OAK,38.0,2011-01-02,1527.0,4.0,3.0,7.0,0.0,1.0,0.0,0.0
KC,55.0,2011-01-02,877.0,4.0,23.0,-7.0,0.0,0.0,0.0,1.0
OAK,50.0,2011-01-02,705.0,4.0,8.0,7.0,0.0,0.0,0.0,1.0
KC,20.0,2011-01-02,382.0,4.0,12.0,-20.0,0.0,1.0,0.0,0.0
OAK,78.0,2011-01-02,282.0,4.0,8.0,20.0,0.0,0.0,0.0,1.0
KC,36.0,2011-01-02,85.0,4.0,21.0,-20.0,0.0,1.0,0.0,0.0
TB,26.0,2011-01-02,3302.0,4.0,3.0,0.0,0.0,0.0,1.0,0.0
TB,82.0,2011-01-02,2853.0,4.0,1.0,-4.0,0.0,0.0,0.0,1.0
TB,19.0,2011-01-02,2250.0,4.0,2.0,-4.0,0.0,0.0,0.0,0.0
NO,60.0,2011-01-02,2073.0,4.0,5.0,-3.0,0.0,0.0,0.0,1.0
NO,27.0,2011-01-02,1535.0,4.0,7.0,-3.0,0.0,0.0,1.0,0.0
TB,15.0,2011-01-02,1385.0,4.0,2.0,0.0,0.0,0.0,1.0,0.0
TB,18.0,2011-01-02,1035.0,4.0,1.0,3.0,1.0,0.0,0.0,0.0
NO,19.0,2011-01-02,681.0,4.0,14.0,-10.0,0.0,0.0,1.0,0.0
NO,39.0,2011-01-02,438.0,4.0,12.0,-7.0,0.0,0.0,0.0,1.0
TB,30.0,2011-01-02,246.0,4.0,8.0,7.0,0.0,0.0,1.0,0.0
NO,51.0,2011-01-02,128.0,4.0,1.0,-10.0,0.0,0.0,0.0,1.0
GB,42.0,2011-01-02,3354.0,4.0,2.0,0.0,0.0,0.0,0.0,1.0
CHI,79.0,2011-01-02,3200.0,4.0,3.0,0.0,0.0,0.0,0.0,1.0
CHI,59.0,2011-01-02,3004.0,4.0,4.0,0.0,0.0,0.0,0.0,1.0
GB,55.0,2011-01-02,2855.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0
CHI,45.0,2011-01-02,2706.0,4.0,17.0,0.0,0.0,0.0,0.0,1.0
GB,63.0,2011-01-02,2398.0,4.0,14.0,0.0,0.0,0.0,0.0,1.0
CHI,12.0,2011-01-02,2075.0,4.0,12.0,0.0,0.0,0.0,1.0,0.0
GB,58.0,2011-01-02,1986.0,4.0,8.0,-3.0,0.0,0.0,0.0,1.0
CHI,64.0,2011-01-02,1913.0,4.0,1.0,3.0,0.0,0.0,0.0,1.0
GB,50.0,2011-01-02,1840.0,4.0,4.0,-3.0,0.0,0.0,0.0,1.0
CHI,40.0,2011-01-02,1536.0,4.0,2.0,3.0,0.0,1.0,0.0,0.0
GB,72.0,2011-01-02,1339.0,4.0,2.0,-3.0,0.0,0.0,0.0,1.0
CHI,67.0,2011-01-02,1280.0,4.0,1.0,3.0,0.0,0.0,0.0,1.0
GB,5.0,2011-01-02,1063.0,4.0,5.0,-3.0,0.0,0.0,1.0,0.0
CHI,66.0,2011-01-02,944.0,4.0,26.0,0.0,0.0,0.0,0.0,1.0
CHI,79.0,2011-01-02,714.0,4.0,9.0,-7.0,0.0,0.0,0.0,1.0
GB,45.0,2011-01-02,605.0,4.0,1.0,7.0,0.0,0.0,0.0,1.0
CHI,98.0,2011-01-02,431.0,4.0,23.0,-7.0,0.0,0.0,0.0,1.0
GB,40.0,2011-01-02,297.0,4.0,4.0,7.0,0.0,0.0,0.0,1.0
NYG,67.0,2011-01-02,3503.0,4.0,6.0,0.0,0.0,0.0,0.0,1.0
WAS,41.0,2011-01-02,3367.0,4.0,10.0,0.0,0.0,0.0,0.0,1.0
NYG,2.0,2011-01-02,3008.0,4.0,2.0,0.0,0.0,0.0,1.0,0.0
WAS,12.0,2011-01-02,2806.0,4.0,2.0,-3.0,0.0,0.0,1.0,0.0
NYG,38.0,2011-01-02,2418.0,4.0,2.0,3.0,0.0,0.0,0.0,1.0
WAS,61.0,2011-01-02,2294.0,4.0,11.0,-3.0,0.0,0.0,0.0,1.0
WAS,49.0,2011-01-02,1705.0,4.0,9.0,-3.0,0.0,0.0,0.0,1.0
WAS,72.0,2011-01-02,1534.0,4.0,10.0,-10.0,0.0,0.0,0.0,1.0
NYG,56.0,2011-01-02,1438.0,4.0,3.0,10.0,0.0,0.0,0.0,1.0
NYG,21.0,2011-01-02,1250.0,4.0,4.0,10.0,0.0,0.0,1.0,0.0
NYG,54.0,2011-01-02,831.0,4.0,7.0,10.0,0.0,0.0,0.0,1.0
NYG,85.0,2011-01-02,527.0,4.0,5.0,10.0,0.0,0.0,0.0,1.0
WAS,32.0,2011-01-02,464.0,4.0,1.0,-10.0,0.0,1.0,0.0,0.0
NYG,65.0,2011-01-02,370.0,4.0,12.0,10.0,0.0,0.0,0.0,1.0
NYG,57.0,2011-01-02,144.0,4.0,5.0,3.0,0.0,0.0,0.0,1.0
WAS,64.0,2011-01-02,67.0,4.0,4.0,-3.0,0.0,1.0,0.0,0.0
TEN,70.0,2011-01-02,3487.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0
IND,30.0,2011-01-02,3202.0,4.0,7.0,0.0,0.0,0.0,1.0,0.0
TEN,8.0,2011-01-02,2852.0,4.0,8.0,-3.0,0.0,0.0,1.0,0.0
IND,26.0,2011-01-02,2599.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0
TEN,34.0,2011-01-02,2336.0,4.0,1.0,-3.0,1.0,0.0,0.0,0.0
TEN,24.0,2011-01-02,2213.0,4.0,8.0,-3.0,0.0,0.0,1.0,0.0
TEN,43.0,2011-01-02,1804.0,4.0,4.0,-7.0,0.0,0.0,1.0,0.0
IND,70.0,2011-01-02,1719.0,4.0,2.0,7.0,0.0,0.0,0.0,1.0
IND,56.0,2011-01-02,1026.0,4.0,16.0,0.0,0.0,0.0,0.0,1.0
TEN,59.0,2011-01-02,900.0,4.0,7.0,0.0,0.0,0.0,0.0,1.0
IND,69.0,2011-01-02,820.0,4.0,4.0,0.0,0.0,0.0,0.0,1.0
TEN,74.0,2011-01-02,693.0,4.0,9.0,0.0,0.0,0.0,0.0,1.0
IND,38.0,2011-01-02,521.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0
IND,48.0,2011-01-02,505.0,4.0,13.0,0.0,0.0,0.0,0.0,1.0
TEN,61.0,2011-01-02,369.0,4.0,5.0,0.0,0.0,0.0,0.0,1.0
IND,76.0,2011-01-02,255.0,4.0,9.0,0.0,0.0,0.0,0.0,1.0
TEN,65.0,2011-01-02,156.0,4.0,4.0,0.0,0.0,0.0,0.0,1.0
JAC,67.0,2011-01-02,3294.0,4.0,13.0,-7.0,0.0,0.0,0.0,1.0
HOU,8.0,2011-01-02,2955.0,4.0,2.0,7.0,0.0,0.0,1.0,0.0
JAC,45.0,2011-01-02,2459.0,4.0,1.0,-10.0,1.0,0.0,0.0,0.0
JAC,21.0,2011-01-02,2324.0,4.0,8.0,-10.0,0.0,0.0,1.0,0.0
HOU,67.0,2011-01-02,2205.0,4.0,10.0,7.0,0.0,0.0,0.0,1.0
HOU,15.0,2011-01-02,1804.0,4.0,4.0,0.0,0.0,0.0,1.0,0.0
JAC,46.0,2011-01-02,1620.0,4.0,1.0,-3.0,1.0,0.0,0.0,0.0
JAC,39.0,2011-01-02,1465.0,4.0,7.0,-3.0,0.0,0.0,0.0,1.0
JAC,60.0,2011-01-02,970.0,4.0,7.0,-10.0,0.0,0.0,0.0,1.0
HOU,60.0,2011-01-02,863.0,4.0,2.0,10.0,0.0,0.0,0.0,0.0
HOU,70.0,2011-01-02,851.0,4.0,12.0,10.0,0.0,0.0,0.0,1.0
JAC,72.0,2011-01-02,710.0,4.0,9.0,-10.0,0.0,0.0,0.0,1.0
JAC,28.0,2011-01-02,498.0,4.0,18.0,-17.0,0.0,0.0,1.0,0.0
HOU,59.0,2011-01-02,406.0,4.0,5.0,17.0,0.0,0.0,0.0,1.0
HOU,44.0,2011-01-02,114.0,4.0,3.0,17.0,0.0,1.0,0.0,0.0
JAC,38.0,2011-01-02,58.0,4.0,1.0,-17.0,1.0,0.0,0.0,0.0
DAL,40.0,2011-01-02,3336.0,4.0,15.0,0.0,0.0,0.0,0.0,1.0
PHI,48.0,2011-01-02,3180.0,4.0,10.0,0.0,0.0,0.0,0.0,1.0
DAL,84.0,2011-01-02,3062.0,4.0,3.0,0.0,0.0,0.0,0.0,1.0
PHI,63.0,2011-01-02,2955.0,4.0,3.0,0.0,0.0,0.0,0.0,1.0
DAL,90.0,2011-01-02,2864.0,4.0,24.0,0.0,0.0,0.0,0.0,1.0
DAL,56.0,2011-01-02,2577.0,4.0,3.0,-7.0,0.0,0.0,0.0,1.0
PHI,42.0,2011-01-02,2195.0,4.0,7.0,1.0,0.0,0.0,0.0,1.0
DAL,77.0,2011-01-02,2074.0,4.0,2.0,-1.0,0.0,0.0,0.0,1.0
PHI,75.0,2011-01-02,1961.0,4.0,16.0,1.0,0.0,0.0,0.0,1.0
DAL,66.0,2011-01-02,1863.0,4.0,6.0,-1.0,0.0,0.0,0.0,1.0
PHI,75.0,2011-01-02,1834.0,4.0,15.0,1.0,0.0,0.0,0.0,1.0
DAL,35.0,2011-01-02,1476.0,4.0,4.0,-1.0,0.0,1.0,0.0,0.0
PHI,48.0,2011-01-02,1310.0,4.0,3.0,1.0,0.0,0.0,0.0,1.0
DAL,64.0,2011-01-02,1037.0,4.0,8.0,-1.0,0.0,0.0,0.0,1.0
PHI,26.0,2011-01-02,869.0,4.0,12.0,1.0,0.0,0.0,1.0,0.0
DAL,34.0,2011-01-02,590.0,4.0,4.0,-4.0,0.0,0.0,1.0,0.0
PHI,4.0,2011-01-02,425.0,4.0,4.0,4.0,0.0,0.0,1.0,0.0
DAL,78.0,2011-01-02,366.0,4.0,20.0,-7.0,0.0,0.0,0.0,1.0
PHI,75.0,2011-01-02,183.0,4.0,15.0,7.0,0.0,0.0,0.0,1.0
DAL,45.0,2011-01-02,120.0,4.0,1.0,-7.0,1.0,0.0,0.0,0.0
PHI,89.0,2011-01-02,40.0,4.0,19.0,0.0,0.0,1.0,0.0,0.0
SD,59.0,2011-01-02,3406.0,4.0,17.0,0.0,0.0,0.0,0.0,1.0
DEN,77.0,2011-01-02,3351.0,4.0,7.0,0.0,0.0,0.0,0.0,1.0
SD,59.0,2011-01-02,3235.0,4.0,3.0,0.0,0.0,0.0,0.0,1.0
DEN,83.0,2011-01-02,2543.0,4.0,13.0,0.0,0.0,0.0,0.0,1.0
SD,24.0,2011-01-02,2404.0,4.0,24.0,0.0,0.0,0.0,1.0,0.0
DEN,68.0,2011-01-02,2341.0,4.0,8.0,-3.0,0.0,0.0,0.0,1.0
SD,27.0,2011-01-02,2029.0,4.0,5.0,3.0,0.0,0.0,1.0,0.0
DEN,64.0,2011-01-02,1910.0,4.0,17.0,-6.0,0.0,0.0,0.0,1.0
SD,29.0,2011-01-02,1813.0,4.0,10.0,6.0,0.0,0.0,1.0,0.0
DEN,69.0,2011-01-02,1487.0,4.0,6.0,-16.0,0.0,0.0,0.0,1.0
SD,19.0,2011-01-02,1415.0,4.0,10.0,16.0,0.0,0.0,1.0,0.0
SD,35.0,2011-01-02,852.0,4.0,10.0,12.0,0.0,0.0,1.0,0.0
DEN,49.0,2011-01-02,739.0,4.0,2.0,-12.0,0.0,1.0,0.0,0.0
SD,31.0,2011-01-02,484.0,4.0,1.0,12.0,1.0,0.0,0.0,0.0
SD,51.0,2011-01-02,346.0,4.0,3.0,12.0,0.0,0.0,0.0,1.0
DEN,63.0,2011-01-02,286.0,4.0,8.0,-12.0,1.0,0.0,0.0,0.0
DEN,40.0,2011-01-02,202.0,4.0,1.0,-12.0,0.0,0.0,0.0,0.0
DEN,45.0,2011-01-02,197.0,4.0,6.0,-12.0,0.0,1.0,0.0,0.0
SD,48.0,2011-01-02,177.0,4.0,3.0,12.0,0.0,0.0,0.0,1.0
ARI,89.0,2011-01-02,3460.0,4.0,21.0,0.0,0.0,0.0,0.0,1.0
SF,51.0,2011-01-02,3339.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0
ARI,82.0,2011-01-02,3258.0,4.0,4.0,0.0,0.0,0.0,0.0,1.0
SF,34.0,2011-01-02,3092.0,4.0,5.0,0.0,0.0,0.0,0.0,1.0
ARI,90.0,2011-01-02,3000.0,4.0,20.0,0.0,0.0,0.0,0.0,1.0
ARI,85.0,2011-01-02,2891.0,4.0,19.0,-7.0,0.0,0.0,0.0,1.0
SF,21.0,2011-01-02,2664.0,4.0,17.0,7.0,0.0,0.0,1.0,0.0
ARI,42.0,2011-01-02,2514.0,4.0,9.0,-10.0,0.0,0.0,0.0,1.0
SF,89.0,2011-01-02,2426.0,4.0,5.0,10.0,0.0,0.0,0.0,1.0
SF,62.0,2011-01-02,2141.0,4.0,3.0,3.0,0.0,0.0,0.0,1.0
ARI,50.0,2011-01-02,1908.0,4.0,7.0,-3.0,0.0,0.0,0.0,1.0
ARI,65.0,2011-01-02,1628.0,4.0,10.0,-10.0,0.0,0.0,0.0,1.0
ARI,53.0,2011-01-02,1148.0,4.0,7.0,-24.0,0.0,0.0,0.0,1.0
SF,75.0,2011-01-02,1082.0,4.0,5.0,24.0,0.0,0.0,0.0,0.0
SF,80.0,2011-01-02,1070.0,4.0,10.0,24.0,0.0,0.0,0.0,1.0
ARI,3.0,2011-01-02,897.0,4.0,3.0,-24.0,0.0,1.0,0.0,0.0
SF,92.0,2011-01-02,823.0,4.0,6.0,24.0,0.0,0.0,0.0,1.0
ARI,42.0,2011-01-02,736.0,4.0,2.0,-24.0,0.0,1.0,0.0,0.0
,,2011-01-02,439.0,4.0,14.0,,,,,
SF,32.0,2011-01-02,439.0,4.0,14.0,24.0,0.0,0.0,0.0,1.0
ARI,11.0,2011-01-02,9.0,4.0,11.0,-30.0,0.0,1.0,0.0,0.0
STL,66.0,2011-01-02,3279.0,4.0,1.0,-7.0,0.0,0.0,0.0,1.0
SEA,40.0,2011-01-02,3076.0,4.0,7.0,7.0,0.0,0.0,0.0,1.0
STL,67.0,2011-01-02,2979.0,4.0,7.0,-7.0,0.0,0.0,0.0,1.0
SEA,77.0,2011-01-02,2872.0,4.0,1.0,7.0,0.0,0.0,0.0,1.0
STL,68.0,2011-01-02,2809.0,4.0,19.0,-7.0,0.0,0.0,0.0,1.0
SEA,43.0,2011-01-02,2719.0,4.0,9.0,7.0,0.0,0.0,0.0,1.0
STL,14.0,2011-01-02,2337.0,4.0,5.0,-7.0,0.0,0.0,1.0,0.0
SEA,47.0,2011-01-02,2173.0,4.0,4.0,4.0,0.0,0.0,0.0,1.0
STL,81.0,2011-01-02,2042.0,4.0,1.0,-4.0,0.0,0.0,0.0,1.0
SEA,64.0,2011-01-02,1902.0,4.0,7.0,4.0,0.0,0.0,0.0,1.0
STL,62.0,2011-01-02,1845.0,4.0,9.0,-4.0,0.0,0.0,0.0,1.0
STL,52.0,2011-01-02,1633.0,4.0,7.0,-4.0,0.0,0.0,0.0,1.0
STL,9.0,2011-01-02,1442.0,4.0,9.0,-4.0,0.0,0.0,1.0,0.0
SEA,13.0,2011-01-02,1088.0,4.0,8.0,1.0,0.0,0.0,1.0,0.0
STL,78.0,2011-01-02,1036.0,4.0,4.0,-4.0,0.0,0.0,0.0,1.0
SEA,40.0,2011-01-02,856.0,4.0,1.0,4.0,0.0,0.0,0.0,1.0
STL,89.0,2011-01-02,797.0,4.0,8.0,-4.0,0.0,0.0,0.0,1.0
SEA,19.0,2011-01-02,658.0,4.0,7.0,4.0,0.0,0.0,1.0,0.0
STL,73.0,2011-01-02,595.0,4.0,7.0,-7.0,0.0,0.0,0.0,1.0
SEA,73.0,2011-01-02,571.0,4.0,10.0,7.0,0.0,0.0,0.0,1.0
SEA,21.0,2011-01-02,165.0,4.0,3.0,7.0,0.0,0.0,0.0,0.0
SEA,16.0,2011-01-02,101.0,4.0,10.0,7.0,0.0,0.0,1.0,0.0
STL,71.0,2011-01-02,28.0,4.0,22.0,-10.0,0.0,1.0,0.0,0.0
NO,12.0,2011-09-08,2384.0,4.0,4.0,-14.0,0.0,0.0,1.0,0.0
GB,80.0,2011-09-08,2335.0,4.0,10.0,11.0,0.0,0.0,0.0,1.0
NO,45.0,2011-09-08,1838.0,4.0,14.0,-12.0,0.0,0.0,0.0,1.0
NO,20.0,2011-09-08,1425.0,4.0,15.0,-12.0,0.0,0.0,1.0,0.0
GB,73.0,2011-09-08,1267.0,4.0,3.0,9.0,0.0,0.0,0.0,1.0
NO,7.0,2011-09-08,1090.0,4.0,1.0,-9.0,0.0,1.0,0.0,0.0
NO,78.0,2011-09-08,641.0,4.0,14.0,-16.0,0.0,0.0,0.0,1.0
GB,63.0,2011-09-08,343.0,4.0,16.0,16.0,0.0,0.0,0.0,1.0
GB,37.0,2011-09-08,76.0,4.0,4.0,9.0,0.0,0.0,0.0,1.0
PIT,43.0,2011-09-11,3362.0,4.0,6.0,-7.0,0.0,0.0,0.0,1.0
BAL,62.0,2011-09-11,3070.0,4.0,13.0,7.0,0.0,0.0,0.0,1.0
BAL,56.0,2011-09-11,2300.0,4.0,2.0,7.0,0.0,0.0,0.0,1.0
PIT,73.0,2011-09-11,2234.0,4.0,11.0,-7.0,0.0,0.0,0.0,1.0
PIT,71.0,2011-09-11,1870.0,4.0,1.0,-14.0,0.0,0.0,0.0,1.0
BAL,8.0,2011-09-11,1692.0,4.0,1.0,22.0,0.0,1.0,0.0,0.0
BAL,11.0,2011-09-11,1073.0,4.0,8.0,22.0,0.0,0.0,1.0,0.0
PIT,80.0,2011-09-11,1058.0,4.0,10.0,-25.0,0.0,0.0,0.0,1.0
BAL,66.0,2011-09-11,850.0,4.0,15.0,25.0,0.0,0.0,0.0,1.0
BAL,82.0,2011-09-11,554.0,4.0,13.0,25.0,0.0,0.0,0.0,1.0
BAL,77.0,2011-09-11,305.0,4.0,1.0,25.0,0.0,0.0,0.0,1.0
BAL,12.0,2011-09-11,120.0,4.0,12.0,25.0,0.0,0.0,1.0,0.0
PIT,28.0,2011-09-11,4.0,4.0,10.0,-28.0,0.0,1.0,0.0,0.0
PHI,85.0,2011-09-11,3398.0,4.0,23.0,0.0,0.0,0.0,0.0,1.0
STL,43.0,2011-09-11,2777.0,4.0,6.0,-6.0,0.0,0.0,0.0,1.0
