posteam,yardline_100,game_date,game_seconds_remaining,down,ydstogo,score_differential,fourth_down_converted,fourth_down_failed,field_goal_attempt,punt_attempt
DET,6.0,2009-09-13,1106.0,4.0,6.0,-14.0,0.0,0.0,1.0,0.0
DET,64.0,2009-09-13,378.0,4.0,1.0,-19.0,1.0,0.0,0.0,0.0
DAL,33.0,2009-09-13,3282.0,4.0,17.0,0.0,0.0,0.0,1.0,0.0
TB,20.0,2009-09-13,2979.0,4.0,10.0,-3.0,0.0,0.0,1.0,0.0
DAL,4.0,2009-09-13,2787.0,4.0,4.0,3.0,0.0,0.0,1.0,0.0
DAL,57.0,2009-09-13,2332.0,4.0,7.0,-1.0,0.0,0.0,0.0,1.0
TB,46.0,2009-09-13,2203.0,4.0,6.0,1.0,0.0,0.0,0.0,1.0
DAL,82.0,2009-09-13,2115.0,4.0,2.0,-1.0,0.0,0.0,0.0,0.0
DAL,64.0,2009-09-13,1935.0,4.0,19.0,-1.0,0.0,0.0,0.0,1.0
TB,82.0,2009-09-13,1868.0,4.0,6.0,1.0,0.0,0.0,0.0,1.0
TB,59.0,2009-09-13,1668.0,4.0,5.0,-6.0,0.0,0.0,0.0,1.0
TB,72.0,2009-09-13,1469.0,4.0,2.0,-13.0,0.0,0.0,0.0,1.0
DAL,81.0,2009-09-13,1366.0,4.0,5.0,13.0,0.0,0.0,0.0,1.0
TB,54.0,2009-09-13,1271.0,4.0,6.0,-13.0,0.0,0.0,0.0,1.0
DAL,62.0,2009-09-13,1128.0,4.0,10.0,13.0,0.0,0.0,0.0,1.0
TB,26.0,2009-09-13,464.0,4.0,7.0,-13.0,0.0,1.0,0.0,0.0
TB,2.0,2009-09-13,91.0,4.0,2.0,-20.0,1.0,0.0,0.0,0.0
HOU,62.0,2009-09-13,3418.0,4.0,12.0,0.0,0.0,0.0,0.0,1.0
NYJ,76.0,2009-09-13,3320.0,4.0,5.0,0.0,0.0,0.0,0.0,1.0
HOU,64.0,2009-09-13,3224.0,4.0,7.0,0.0,0.0,0.0,0.0,1.0
NYJ,6.0,2009-09-13,2712.0,4.0,5.0,0.0,0.0,0.0,1.0,0.0
HOU,53.0,2009-09-13,2609.0,4.0,6.0,-3.0,0.0,0.0,0.0,1.0
NYJ,73.0,2009-09-13,2554.0,4.0,3.0,3.0,0.0,0.0,0.0,1.0
HOU,82.0,2009-09-13,1871.0,4.0,2.0,-10.0,0.0,0.0,0.0,1.0
NYJ,43.0,2009-09-13,1802.0,4.0,2.0,10.0,1.0,0.0,0.0,0.0
HOU,76.0,2009-09-13,1295.0,4.0,11.0,-17.0,0.0,0.0,0.0,1.0
NYJ,60.0,2009-09-13,1227.0,4.0,7.0,17.0,0.0,0.0,0.0,1.0
HOU,51.0,2009-09-13,1117.0,4.0,2.0,-17.0,0.0,1.0,0.0,0.0
NYJ,43.0,2009-09-13,962.0,4.0,4.0,17.0,0.0,0.0,0.0,1.0
HOU,80.0,2009-09-13,879.0,4.0,23.0,-17.0,0.0,0.0,0.0,1.0
NYJ,29.0,2009-09-13,120.0,4.0,1.0,18.0,1.0,0.0,0.0,0.0
JAC,43.0,2009-09-13,2968.0,4.0,5.0,0.0,0.0,0.0,0.0,1.0
JAC,6.0,2009-09-13,2342.0,4.0,6.0,0.0,0.0,0.0,1.0,0.0
JAC,28.0,2009-09-13,1864.0,4.0,6.0,-4.0,0.0,0.0,1.0,0.0
IND,54.0,2009-09-13,1808.0,4.0,1.0,1.0,0.0,1.0,0.0,0.0
JAC,45.0,2009-09-13,1660.0,4.0,6.0,-1.0,0.0,0.0,0.0,1.0
JAC,75.0,2009-09-13,1239.0,4.0,5.0,-8.0,0.0,0.0,0.0,1.0
IND,54.0,2009-09-13,1145.0,4.0,1.0,8.0,0.0,0.0,0.0,1.0
JAC,93.0,2009-09-13,1088.0,4.0,12.0,-8.0,0.0,0.0,0.0,1.0
IND,34.0,2009-09-13,1002.0,4.0,10.0,8.0,0.0,0.0,1.0,0.0
JAC,7.0,2009-09-13,672.0,4.0,2.0,-8.0,1.0,0.0,0.0,0.0
IND,44.0,2009-09-13,428.0,4.0,2.0,2.0,0.0,0.0,0.0,1.0
JAC,90.0,2009-09-13,325.0,4.0,1.0,-2.0,0.0,0.0,0.0,1.0
IND,35.0,2009-09-13,126.0,4.0,1.0,2.0,0.0,1.0,0.0,0.0
JAC,63.0,2009-09-13,83.0,4.0,8.0,-2.0,0.0,1.0,0.0,0.0
DEN,57.0,2009-09-13,3471.0,4.0,9.0,0.0,0.0,0.0,0.0,1.0
CIN,47.0,2009-09-13,3228.0,4.0,10.0,0.0,0.0,0.0,0.0,1.0
DEN,79.0,2009-09-13,3143.0,4.0,5.0,0.0,0.0,0.0,0.0,1.0
CIN,42.0,2009-09-13,3016.0,4.0,2.0,0.0,1.0,0.0,0.0,0.0
CIN,10.0,2009-09-13,2811.0,4.0,2.0,0.0,0.0,1.0,0.0,0.0
DEN,57.0,2009-09-13,2717.0,4.0,11.0,0.0,0.0,0.0,0.0,1.0
CIN,38.0,2009-09-13,2622.0,4.0,14.0,0.0,0.0,0.0,0.0,1.0
DEN,80.0,2009-09-13,2530.0,4.0,6.0,0.0,0.0,0.0,0.0,1.0
DEN,72.0,2009-09-13,2119.0,4.0,2.0,0.0,0.0,0.0,0.0,1.0
CIN,49.0,2009-09-13,1915.0,4.0,4.0,0.0,0.0,0.0,0.0,1.0
CIN,63.0,2009-09-13,1668.0,4.0,7.0,-3.0,0.0,0.0,0.0,1.0
DEN,83.0,2009-09-13,1515.0,4.0,7.0,3.0,0.0,0.0,0.0,1.0
CIN,55.0,2009-09-13,1413.0,4.0,20.0,-3.0,0.0,0.0,0.0,1.0
DEN,56.0,2009-09-13,1163.0,4.0,2.0,3.0,0.0,0.0,0.0,0.0
DEN,61.0,2009-09-13,1163.0,4.0,7.0,3.0,0.0,0.0,0.0,1.0
CIN,74.0,2009-09-13,1061.0,4.0,1.0,-3.0,0.0,0.0,0.0,1.0
DEN,32.0,2009-09-13,919.0,4.0,5.0,3.0,0.0,0.0,1.0,0.0
CIN,77.0,2009-09-13,812.0,4.0,2.0,-6.0,0.0,0.0,0.0,1.0
DEN,42.0,2009-09-13,389.0,4.0,23.0,6.0,0.0,0.0,0.0,1.0
CAR,2.0,2009-09-13,3195.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0
PHI,47.0,2009-09-13,2923.0,4.0,2.0,-7.0,0.0,0.0,0.0,1.0
PHI,31.0,2009-09-13,2753.0,4.0,9.0,-7.0,0.0,0.0,1.0,0.0
CAR,72.0,2009-09-13,2474.0,4.0,15.0,-2.0,0.0,0.0,0.0,1.0
CAR,66.0,2009-09-13,2276.0,4.0,11.0,-15.0,0.0,0.0,0.0,1.0
CAR,4.0,2009-09-13,1905.0,4.0,4.0,-22.0,0.0,0.0,1.0,0.0
PHI,52.0,2009-09-13,1830.0,4.0,7.0,19.0,0.0,0.0,0.0,1.0
PHI,56.0,2009-09-13,1178.0,4.0,5.0,26.0,0.0,0.0,0.0,1.0
CAR,62.0,2009-09-13,1126.0,4.0,5.0,-26.0,0.0,0.0,0.0,0.0
CAR,54.0,2009-09-13,1089.0,4.0,8.0,-26.0,0.0,0.0,0.0,1.0
CAR,51.0,2009-09-13,831.0,4.0,26.0,-26.0,0.0,0.0,0.0,1.0
PHI,76.0,2009-09-13,732.0,4.0,6.0,26.0,0.0,0.0,0.0,1.0
PHI,35.0,2009-09-13,644.0,4.0,3.0,26.0,1.0,0.0,0.0,0.0
PHI,33.0,2009-09-13,477.0,4.0,14.0,26.0,0.0,0.0,1.0,0.0
PHI,38.0,2009-09-13,264.0,4.0,1.0,26.0,0.0,1.0,0.0,0.0
CAR,27.0,2009-09-13,120.0,4.0,1.0,-26.0,1.0,0.0,0.0,0.0
CAR,1.0,2009-09-13,39.0,4.0,1.0,-26.0,0.0,1.0,0.0,0.0
KC,73.0,2009-09-13,3527.0,4.0,9.0,0.0,0.0,0.0,0.0,1.0
BAL,26.0,2009-09-13,3323.0,4.0,12.0,0.0,0.0,0.0,1.0,0.0
KC,80.0,2009-09-13,3240.0,4.0,15.0,-3.0,0.0,0.0,0.0,1.0
KC,75.0,2009-09-13,2755.0,4.0,1.0,-10.0,0.0,0.0,0.0,1.0
BAL,85.0,2009-09-13,2610.0,4.0,3.0,10.0,0.0,0.0,0.0,1.0
KC,66.0,2009-09-13,2500.0,4.0,5.0,-10.0,0.0,0.0,0.0,1.0
BAL,84.0,2009-09-13,2409.0,4.0,3.0,10.0,0.0,0.0,0.0,1.0
BAL,23.0,2009-09-13,2034.0,4.0,4.0,4.0,0.0,0.0,1.0,0.0
KC,48.0,2009-09-13,1801.0,4.0,9.0,-4.0,1.0,0.0,0.0,0.0
KC,71.0,2009-09-13,1000.0,4.0,1.0,-4.0,0.0,0.0,0.0,0.0
KC,76.0,2009-09-13,989.0,4.0,6.0,-4.0,0.0,0.0,0.0,1.0
BAL,41.0,2009-09-13,896.0,4.0,10.0,4.0,0.0,0.0,0.0,1.0
KC,35.0,2009-09-13,722.0,4.0,11.0,-4.0,0.0,0.0,1.0,0.0
KC,87.0,2009-09-13,99.0,4.0,18.0,-8.0,0.0,1.0,0.0,0.0
BAL,1.0,2009-09-13,36.0,4.0,1.0,8.0,1.0,0.0,0.0,0.0
ATL,24.0,2009-09-13,3271.0,4.0,6.0,0.0,0.0,0.0,1.0,0.0
ATL,45.0,2009-09-13,3121.0,4.0,18.0,0.0,0.0,0.0,0.0,1.0
MIA,54.0,2009-09-13,2776.0,4.0,11.0,0.0,0.0,0.0,0.0,1.0
MIA,62.0,2009-09-13,2131.0,4.0,6.0,-7.0,0.0,0.0,0.0,1.0
ATL,67.0,2009-09-13,2047.0,4.0,1.0,7.0,0.0,0.0,0.0,1.0
ATL,18.0,2009-09-13,1836.0,4.0,8.0,7.0,0.0,0.0,1.0,0.0
MIA,79.0,2009-09-13,1709.0,4.0,5.0,-10.0,0.0,0.0,0.0,1.0
ATL,62.0,2009-09-13,1620.0,4.0,1.0,10.0,0.0,0.0,0.0,1.0
MIA,79.0,2009-09-13,1507.0,4.0,15.0,-10.0,0.0,0.0,0.0,1.0
ATL,44.0,2009-09-13,1375.0,4.0,6.0,10.0,0.0,0.0,0.0,1.0
ATL,20.0,2009-09-13,745.0,4.0,15.0,16.0,0.0,0.0,1.0,0.0
MIA,67.0,2009-09-13,701.0,4.0,5.0,-16.0,0.0,0.0,0.0,1.0
ATL,31.0,2009-09-13,458.0,4.0,5.0,16.0,0.0,0.0,1.0,0.0
MIA,15.0,2009-09-13,250.0,4.0,4.0,-19.0,1.0,0.0,0.0,0.0
ARI,65.0,2009-09-13,3467.0,4.0,4.0,0.0,0.0,0.0,0.0,1.0
SF,66.0,2009-09-13,3337.0,4.0,2.0,0.0,0.0,0.0,0.0,1.0
SF,19.0,2009-09-13,3034.0,4.0,6.0,0.0,0.0,0.0,1.0,0.0
ARI,86.0,2009-09-13,2936.0,4.0,4.0,-3.0,0.0,0.0,0.0,1.0
SF,32.0,2009-09-13,2788.0,4.0,18.0,3.0,0.0,0.0,1.0,0.0
ARI,26.0,2009-09-13,2648.0,4.0,8.0,-6.0,0.0,0.0,1.0,0.0
SF,51.0,2009-09-13,2431.0,4.0,2.0,3.0,0.0,0.0,0.0,1.0
ARI,86.0,2009-09-13,2311.0,4.0,7.0,-3.0,0.0,0.0,0.0,1.0
SF,64.0,2009-09-13,2228.0,4.0,1.0,3.0,0.0,0.0,0.0,1.0
ARI,69.0,2009-09-13,2136.0,4.0,2.0,-3.0,0.0,0.0,0.0,0.0
ARI,74.0,2009-09-13,2136.0,4.0,7.0,-3.0,0.0,0.0,0.0,1.0
SF,76.0,2009-09-13,1719.0,4.0,6.0,7.0,0.0,0.0,0.0,1.0
ARI,55.0,2009-09-13,1538.0,4.0,10.0,-7.0,0.0,0.0,0.0,1.0
SF,75.0,2009-09-13,1408.0,4.0,5.0,7.0,0.0,0.0,0.0,1.0
SF,87.0,2009-09-13,1106.0,4.0,15.0,0.0,0.0,0.0,0.0,1.0
ARI,25.0,2009-09-13,897.0,4.0,9.0,0.0,0.0,0.0,1.0,0.0
ARI,66.0,2009-09-13,342.0,4.0,5.0,-4.0,0.0,0.0,0.0,1.0
SF,99.0,2009-09-13,206.0,4.0,11.0,4.0,0.0,0.0,0.0,1.0
ARI,33.0,2009-09-13,115.0,4.0,5.0,-4.0,0.0,1.0,0.0,0.0
SF,61.0,2009-09-13,56.0,4.0,4.0,4.0,0.0,0.0,0.0,1.0
STL,79.0,2009-09-13,3476.0,4.0,9.0,0.0,0.0,0.0,0.0,1.0
SEA,63.0,2009-09-13,3403.0,4.0,3.0,0.0,0.0,0.0,0.0,1.0
STL,59.0,2009-09-13,3199.0,4.0,12.0,0.0,0.0,0.0,0.0,1.0
STL,35.0,2009-09-13,3104.0,4.0,7.0,0.0,0.0,0.0,0.0,1.0
STL,19.0,2009-09-13,2525.0,4.0,11.0,0.0,0.0,0.0,1.0,0.0
STL,86.0,2009-09-13,2062.0,4.0,22.0,-7.0,0.0,0.0,0.0,1.0
SEA,31.0,2009-09-13,1859.0,4.0,5.0,7.0,0.0,0.0,0.0,0.0
SEA,53.0,2009-09-13,1642.0,4.0,1.0,14.0,0.0,0.0,0.0,1.0
STL,60.0,2009-09-13,1451.0,4.0,10.0,-14.0,0.0,0.0,0.0,1.0
STL,79.0,2009-09-13,1144.0,4.0,9.0,-21.0,0.0,0.0,0.0,1.0
STL,60.0,2009-09-13,907.0,4.0,6.0,-28.0,0.0,0.0,0.0,1.0
SEA,44.0,2009-09-13,571.0,4.0,8.0,28.0,0.0,0.0,0.0,1.0
STL,85.0,2009-09-13,486.0,4.0,15.0,-28.0,0.0,0.0,0.0,1.0
SEA,56.0,2009-09-13,271.0,4.0,3.0,28.0,0.0,0.0,0.0,1.0
STL,7.0,2009-09-13,130.0,4.0,7.0,-28.0,0.0,1.0,0.0,0.0
SEA,84.0,2009-09-13,99.0,4.0,2.0,28.0,0.0,0.0,0.0,1.0
NYG,11.0,2009-09-13,3165.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0
WAS,38.0,2009-09-13,3004.0,4.0,11.0,-3.0,0.0,0.0,0.0,1.0
NYG,3.0,2009-09-13,2700.0,4.0,1.0,3.0,0.0,1.0,0.0,0.0
WAS,94.0,2009-09-13,2609.0,4.0,7.0,-3.0,0.0,0.0,0.0,1.0
WAS,8.0,2009-09-13,1833.0,4.0,8.0,-16.0,1.0,0.0,0.0,0.0
WAS,43.0,2009-09-13,1502.0,4.0,2.0,-9.0,0.0,0.0,0.0,1.0
NYG,77.0,2009-09-13,1363.0,4.0,6.0,9.0,0.0,0.0,0.0,1.0
WAS,69.0,2009-09-13,1135.0,4.0,10.0,-9.0,0.0,0.0,0.0,1.0
WAS,9.0,2009-09-13,956.0,4.0,8.0,-9.0,0.0,0.0,1.0,0.0
NYG,27.0,2009-09-13,668.0,4.0,3.0,6.0,0.0,0.0,1.0,0.0
WAS,57.0,2009-09-13,570.0,4.0,5.0,-9.0,0.0,0.0,0.0,1.0
NYG,10.0,2009-09-13,202.0,4.0,7.0,9.0,0.0,0.0,1.0,0.0
GB,31.0,2009-09-13,3404.0,4.0,8.0,0.0,0.0,0.0,1.0,0.0
CHI,59.0,2009-09-13,3354.0,4.0,8.0,0.0,0.0,0.0,0.0,1.0
GB,60.0,2009-09-13,3146.0,4.0,12.0,0.0,0.0,0.0,0.0,1.0
GB,52.0,2009-09-13,2869.0,4.0,5.0,0.0,0.0,0.0,0.0,1.0
CHI,73.0,2009-09-13,2770.0,4.0,3.0,0.0,0.0,0.0,0.0,1.0
GB,58.0,2009-09-13,2700.0,4.0,9.0,0.0,0.0,0.0,0.0,1.0
CHI,73.0,2009-09-13,2602.0,4.0,3.0,0.0,0.0,0.0,0.0,1.0
GB,34.0,2009-09-13,2302.0,4.0,11.0,0.0,0.0,0.0,1.0,0.0
CHI,61.0,2009-09-13,1912.0,4.0,2.0,-8.0,0.0,0.0,0.0,1.0
GB,84.0,2009-09-13,1854.0,4.0,5.0,8.0,0.0,0.0,0.0,1.0
CHI,49.0,2009-09-13,1804.0,4.0,14.0,-8.0,0.0,1.0,0.0,0.0
CHI,37.0,2009-09-13,1560.0,4.0,1.0,-8.0,1.0,0.0,0.0,0.0
GB,66.0,2009-09-13,1431.0,4.0,19.0,1.0,0.0,0.0,0.0,1.0
CHI,29.0,2009-09-13,1135.0,4.0,21.0,-1.0,0.0,0.0,1.0,0.0
GB,45.0,2009-09-13,900.0,4.0,9.0,-2.0,0.0,0.0,0.0,0.0
GB,55.0,2009-09-13,890.0,4.0,19.0,-2.0,0.0,0.0,0.0,1.0
CHI,74.0,2009-09-13,763.0,4.0,11.0,2.0,0.0,1.0,0.0,0.0
GB,21.0,2009-09-13,614.0,4.0,1.0,-2.0,0.0,0.0,1.0,0.0
CHI,3.0,2009-09-13,158.0,4.0,3.0,-1.0,0.0,0.0,1.0,0.0
NE,40.0,2009-09-14,3519.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0
BUF,62.0,2009-09-14,3445.0,4.0,12.0,0.0,0.0,0.0,0.0,1.0
NE,24.0,2009-09-14,3082.0,4.0,2.0,0.0,0.0,0.0,1.0,0.0
NE,74.0,2009-09-14,2797.0,4.0,16.0,-7.0,0.0,0.0,0.0,1.0
BUF,56.0,2009-09-14,2621.0,4.0,5.0,7.0,0.0,0.0,0.0,1.0
BUF,63.0,2009-09-14,2028.0,4.0,10.0,0.0,0.0,0.0,0.0,1.0
NE,2.0,2009-09-14,1805.0,4.0,2.0,-6.0,0.0,0.0,1.0,0.0
BUF,52.0,2009-09-14,1683.0,4.0,3.0,3.0,0.0,0.0,0.0,1.0
NE,36.0,2009-09-14,1260.0,4.0,2.0,-3.0,0.0,1.0,0.0,0.0
BUF,22.0,2009-09-14,1057.0,4.0,4.0,3.0,0.0,0.0,1.0,0.0
NE,11.0,2009-09-14,707.0,4.0,5.0,-6.0,0.0,0.0,1.0,0.0
BUF,70.0,2009-09-14,1.0,4.0,20.0,-2.0,1.0,0.0,0.0,0.0
SD,65.0,2009-09-14,3271.0,4.0,4.0,0.0,0.0,0.0,0.0,1.0
OAK,71.0,2009-09-14,2030.0,4.0,5.0,0.0,0.0,0.0,0.0,1.0
SD,87.0,2009-09-14,1954.0,4.0,10.0,0.0,0.0,0.0,0.0,1.0
OAK,19.0,2009-09-14,1843.0,4.0,5.0,0.0,0.0,0.0,1.0,0.0
OAK,64.0,2009-09-14,1462.0,4.0,11.0,0.0,0.0,0.0,0.0,1.0
SD,90.0,2009-09-14,1398.0,4.0,18.0,0.0,0.0,0.0,0.0,1.0
OAK,43.0,2009-09-14,1301.0,4.0,5.0,0.0,0.0,0.0,0.0,1.0
SD,80.0,2009-09-14,1158.0,4.0,23.0,0.0,0.0,0.0,0.0,1.0
OAK,69.0,2009-09-14,1096.0,4.0,6.0,0.0,0.0,0.0,0.0,1.0
SD,70.0,2009-09-14,1011.0,4.0,13.0,0.0,0.0,0.0,0.0,1.0
OAK,17.0,2009-09-14,822.0,4.0,6.0,0.0,0.0,0.0,1.0,0.0
OAK,57.0,2009-09-14,161.0,4.0,14.0,-4.0,1.0,0.0,0.0,0.0
CAR,20.0,2009-09-20,3293.0,4.0,7.0,0.0,0.0,0.0,1.0,0.0
ATL,48.0,2009-09-20,3160.0,4.0,7.0,-3.0,0.0,0.0,0.0,1.0
CAR,94.0,2009-09-20,3102.0,4.0,9.0,3.0,0.0,0.0,0.0,1.0
CAR,43.0,2009-09-20,2806.0,4.0,16.0,3.0,0.0,0.0,0.0,1.0
CAR,32.0,2009-09-20,1914.0,4.0,10.0,-4.0,0.0,0.0,1.0,0.0
ATL,15.0,2009-09-20,1436.0,4.0,1.0,8.0,1.0,0.0,0.0,0.0
ATL,21.0,2009-09-20,973.0,4.0,1.0,8.0,1.0,0.0,0.0,0.0
ATL,80.0,2009-09-20,346.0,4.0,9.0,8.0,0.0,0.0,0.0,1.0
CAR,17.0,2009-09-20,164.0,4.0,10.0,-8.0,0.0,1.0,0.0,0.0
ATL,73.0,2009-09-20,41.0,4.0,1.0,8.0,0.0,0.0,0.0,1.0
DET,21.0,2009-09-20,3126.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0
DET,12.0,2009-09-20,3009.0,4.0,5.0,0.0,0.0,0.0,1.0,0.0
MIN,64.0,2009-09-20,2891.0,4.0,5.0,-3.0,0.0,0.0,0.0,1.0
MIN,48.0,2009-09-20,2578.0,4.0,2.0,-3.0,0.0,0.0,0.0,1.0
DET,77.0,2009-09-20,2487.0,4.0,1.0,3.0,0.0,0.0,0.0,1.0
MIN,66.0,2009-09-20,2408.0,4.0,14.0,-3.0,0.0,0.0,0.0,1.0
DET,83.0,2009-09-20,1686.0,4.0,21.0,3.0,0.0,0.0,0.0,1.0
MIN,8.0,2009-09-20,1422.0,4.0,5.0,-3.0,0.0,0.0,1.0,0.0
DET,58.0,2009-09-20,1207.0,4.0,2.0,-7.0,0.0,0.0,0.0,1.0
MIN,80.0,2009-09-20,1092.0,4.0,19.0,7.0,0.0,0.0,0.0,1.0
DET,42.0,2009-09-20,949.0,4.0,1.0,-7.0,0.0,0.0,0.0,1.0
MIN,28.0,2009-09-20,601.0,4.0,1.0,7.0,0.0,0.0,1.0,0.0
DET,58.0,2009-09-20,267.0,4.0,7.0,-17.0,1.0,0.0,0.0,0.0
DET,30.0,2009-09-20,162.0,4.0,6.0,-17.0,0.0,0.0,1.0,0.0
MIN,25.0,2009-09-20,138.0,4.0,2.0,14.0,1.0,0.0,0.0,0.0
WAS,66.0,2009-09-20,3522.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0
STL,58.0,2009-09-20,3380.0,4.0,8.0,0.0,0.0,0.0,0.0,1.0
WAS,3.0,2009-09-20,3001.0,4.0,3.0,0.0,0.0,0.0,1.0,0.0
STL,52.0,2009-09-20,2645.0,4.0,16.0,-3.0,0.0,0.0,0.0,1.0
WAS,10.0,2009-09-20,2282.0,4.0,10.0,3.0,0.0,0.0,1.0,0.0
STL,63.0,2009-09-20,1743.0,4.0,10.0,1.0,0.0,0.0,0.0,1.0
WAS,5.0,2009-09-20,1292.0,4.0,5.0,-1.0,0.0,0.0,1.0,0.0
WAS,96.0,2009-09-20,675.0,4.0,12.0,2.0,0.0,0.0,0.0,1.0
STL,41.0,2009-09-20,565.0,4.0,2.0,-2.0,0.0,0.0,0.0,0.0
STL,46.0,2009-09-20,565.0,4.0,7.0,-2.0,0.0,0.0,0.0,1.0
WAS,20.0,2009-09-20,227.0,4.0,1.0,2.0,1.0,0.0,0.0,0.0
WAS,2.0,2009-09-20,120.0,4.0,1.0,2.0,0.0,1.0,0.0,0.0
STL,96.0,2009-09-20,100.0,4.0,10.0,-2.0,0.0,1.0,0.0,0.0
HOU,75.0,2009-09-20,3423.0,4.0,15.0,0.0,0.0,0.0,0.0,1.0
HOU,72.0,2009-09-20,2695.0,4.0,2.0,-7.0,0.0,0.0,0.0,1.0
TEN,70.0,2009-09-20,2233.0,4.0,14.0,0.0,0.0,0.0,0.0,1.0
HOU,20.0,2009-09-20,1938.0,4.0,8.0,0.0,0.0,0.0,1.0,0.0
TEN,72.0,2009-09-20,1744.0,4.0,6.0,0.0,0.0,0.0,0.0,1.0
HOU,63.0,2009-09-20,1612.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0
HOU,75.0,2009-09-20,1442.0,4.0,5.0,-7.0,0.0,0.0,0.0,1.0
