posteam,yardline_100,game_date,game_seconds_remaining,down,ydstogo,score_differential,fourth_down_converted,fourth_down_failed,field_goal_attempt,punt_attempt
DET,36.0,2016-01-03,2221.0,4.0,7.0,7.0,0.0,0.0,1.0,0.0
CHI,58.0,2016-01-03,2136.0,4.0,12.0,-7.0,0.0,0.0,0.0,1.0
DET,35.0,2016-01-03,1843.0,4.0,3.0,7.0,0.0,1.0,0.0,0.0
CHI,31.0,2016-01-03,1449.0,4.0,1.0,-10.0,0.0,0.0,1.0,0.0
DET,92.0,2016-01-03,1320.0,4.0,15.0,7.0,0.0,0.0,0.0,1.0
CHI,16.0,2016-01-03,344.0,4.0,10.0,-7.0,0.0,0.0,1.0,0.0
DET,88.0,2016-01-03,222.0,4.0,13.0,4.0,0.0,0.0,0.0,1.0
NYG,44.0,2016-01-03,3262.0,4.0,7.0,-7.0,0.0,0.0,0.0,1.0
PHI,91.0,2016-01-03,3149.0,4.0,3.0,7.0,0.0,0.0,0.0,1.0
NYG,3.0,2016-01-03,2950.0,4.0,3.0,-7.0,0.0,0.0,1.0,0.0
NYG,12.0,2016-01-03,2637.0,4.0,10.0,-11.0,0.0,0.0,1.0,0.0
NYG,39.0,2016-01-03,1625.0,4.0,3.0,-1.0,0.0,0.0,0.0,1.0
PHI,77.0,2016-01-03,1361.0,4.0,7.0,-6.0,0.0,0.0,0.0,1.0
NYG,38.0,2016-01-03,941.0,4.0,7.0,0.0,0.0,0.0,0.0,1.0
NYG,30.0,2016-01-03,275.0,4.0,7.0,-7.0,0.0,0.0,1.0,0.0
PHI,43.0,2016-01-03,111.0,4.0,8.0,4.0,0.0,0.0,0.0,1.0
NYG,61.0,2016-01-03,58.0,4.0,2.0,-4.0,1.0,0.0,0.0,0.0
NYG,58.0,2016-01-03,33.0,4.0,10.0,-4.0,0.0,1.0,0.0,0.0
DAL,73.0,2016-01-03,3527.0,4.0,3.0,0.0,0.0,0.0,0.0,1.0
WAS,55.0,2016-01-03,3356.0,4.0,4.0,0.0,0.0,0.0,0.0,1.0
DAL,91.0,2016-01-03,3304.0,4.0,8.0,0.0,0.0,0.0,0.0,1.0
DAL,68.0,2016-01-03,2565.0,4.0,14.0,-21.0,0.0,0.0,0.0,1.0
WAS,9.0,2016-01-03,2300.0,4.0,4.0,21.0,0.0,0.0,1.0,0.0
DAL,58.0,2016-01-03,2180.0,4.0,1.0,-24.0,1.0,0.0,0.0,0.0
WAS,76.0,2016-01-03,1904.0,4.0,20.0,17.0,0.0,0.0,0.0,1.0
WAS,74.0,2016-01-03,1723.0,4.0,4.0,10.0,0.0,0.0,0.0,1.0
DAL,62.0,2016-01-03,1586.0,4.0,11.0,-10.0,0.0,0.0,0.0,1.0
WAS,15.0,2016-01-03,1081.0,4.0,7.0,10.0,0.0,0.0,1.0,0.0
DAL,72.0,2016-01-03,993.0,4.0,5.0,-13.0,0.0,0.0,0.0,1.0
WAS,49.0,2016-01-03,478.0,4.0,2.0,18.0,0.0,0.0,0.0,1.0
WAS,40.0,2016-01-03,246.0,4.0,2.0,11.0,1.0,0.0,0.0,0.0
IND,31.0,2016-01-03,3242.0,4.0,6.0,0.0,0.0,0.0,1.0,0.0
TEN,75.0,2016-01-03,3153.0,4.0,5.0,-3.0,0.0,0.0,0.0,1.0
IND,80.0,2016-01-03,3028.0,4.0,3.0,3.0,0.0,0.0,0.0,1.0
TEN,60.0,2016-01-03,2936.0,4.0,15.0,-3.0,0.0,0.0,0.0,1.0
TEN,1.0,2016-01-03,2428.0,4.0,1.0,-3.0,1.0,0.0,0.0,0.0
IND,34.0,2016-01-03,2195.0,4.0,3.0,-4.0,0.0,0.0,1.0,0.0
TEN,71.0,2016-01-03,2107.0,4.0,1.0,1.0,0.0,0.0,0.0,1.0
IND,52.0,2016-01-03,1972.0,4.0,10.0,-1.0,0.0,0.0,0.0,1.0
TEN,91.0,2016-01-03,1911.0,4.0,3.0,1.0,0.0,0.0,0.0,1.0
TEN,31.0,2016-01-03,1356.0,4.0,7.0,-12.0,0.0,0.0,1.0,0.0
IND,44.0,2016-01-03,1144.0,4.0,5.0,9.0,0.0,0.0,0.0,1.0
TEN,60.0,2016-01-03,979.0,4.0,1.0,-9.0,0.0,0.0,0.0,1.0
IND,90.0,2016-01-03,862.0,4.0,8.0,9.0,0.0,0.0,0.0,1.0
IND,76.0,2016-01-03,616.0,4.0,6.0,2.0,0.0,0.0,0.0,1.0
TEN,84.0,2016-01-03,520.0,4.0,17.0,-2.0,0.0,0.0,0.0,1.0
IND,17.0,2016-01-03,149.0,4.0,10.0,2.0,0.0,0.0,1.0,0.0
TEN,65.0,2016-01-03,91.0,4.0,21.0,-5.0,0.0,1.0,0.0,0.0
CIN,62.0,2016-01-03,3453.0,4.0,5.0,0.0,0.0,0.0,0.0,1.0
BAL,65.0,2016-01-03,3239.0,4.0,16.0,0.0,0.0,0.0,0.0,1.0
CIN,61.0,2016-01-03,2992.0,4.0,12.0,0.0,0.0,0.0,0.0,1.0
BAL,46.0,2016-01-03,2820.0,4.0,15.0,0.0,0.0,0.0,0.0,1.0
CIN,90.0,2016-01-03,2722.0,4.0,4.0,0.0,0.0,0.0,0.0,1.0
BAL,10.0,2016-01-03,2580.0,4.0,7.0,0.0,0.0,0.0,1.0,0.0
CIN,68.0,2016-01-03,2370.0,4.0,19.0,-3.0,0.0,0.0,0.0,1.0
BAL,32.0,2016-01-03,2100.0,4.0,7.0,3.0,0.0,0.0,1.0,0.0
BAL,42.0,2016-01-03,1451.0,4.0,7.0,-5.0,0.0,0.0,0.0,0.0
BAL,38.0,2016-01-03,1451.0,4.0,3.0,-5.0,0.0,1.0,0.0,0.0
CIN,38.0,2016-01-03,1325.0,4.0,1.0,5.0,1.0,0.0,0.0,0.0
BAL,48.0,2016-01-03,1093.0,4.0,8.0,-12.0,0.0,0.0,0.0,1.0
CIN,94.0,2016-01-03,942.0,4.0,10.0,12.0,0.0,0.0,0.0,1.0
BAL,27.0,2016-01-03,722.0,4.0,5.0,-12.0,0.0,1.0,0.0,0.0
CIN,63.0,2016-01-03,586.0,4.0,1.0,12.0,0.0,0.0,0.0,1.0
BAL,84.0,2016-01-03,520.0,4.0,10.0,-12.0,0.0,0.0,0.0,1.0
CIN,33.0,2016-01-03,251.0,4.0,13.0,12.0,0.0,0.0,1.0,0.0
CIN,41.0,2016-01-03,95.0,4.0,7.0,8.0,0.0,0.0,0.0,0.0
CIN,46.0,2016-01-03,47.0,4.0,12.0,8.0,0.0,0.0,0.0,1.0
CLE,34.0,2016-01-03,3391.0,4.0,5.0,0.0,0.0,1.0,0.0,0.0
CLE,77.0,2016-01-03,2918.0,4.0,25.0,-7.0,0.0,0.0,0.0,1.0
CLE,11.0,2016-01-03,2775.0,4.0,11.0,-7.0,0.0,0.0,1.0,0.0
PIT,30.0,2016-01-03,2555.0,4.0,3.0,4.0,0.0,0.0,1.0,0.0
CLE,44.0,2016-01-03,2353.0,4.0,9.0,-4.0,0.0,0.0,0.0,1.0
PIT,86.0,2016-01-03,2249.0,4.0,3.0,4.0,0.0,0.0,0.0,1.0
CLE,21.0,2016-01-03,1920.0,4.0,20.0,-4.0,0.0,0.0,1.0,0.0
CLE,15.0,2016-01-03,1803.0,4.0,10.0,-8.0,0.0,0.0,1.0,0.0
CLE,91.0,2016-01-03,1748.0,4.0,8.0,-5.0,0.0,0.0,0.0,1.0
PIT,21.0,2016-01-03,1483.0,4.0,10.0,5.0,0.0,0.0,1.0,0.0
CLE,24.0,2016-01-03,1171.0,4.0,1.0,-8.0,1.0,0.0,0.0,0.0
CLE,11.0,2016-01-03,897.0,4.0,6.0,-8.0,0.0,0.0,1.0,0.0
PIT,50.0,2016-01-03,717.0,4.0,6.0,5.0,0.0,0.0,0.0,1.0
PIT,3.0,2016-01-03,463.0,4.0,3.0,13.0,0.0,0.0,1.0,0.0
CLE,46.0,2016-01-03,278.0,4.0,14.0,-16.0,0.0,1.0,0.0,0.0
PIT,52.0,2016-01-03,129.0,4.0,6.0,16.0,0.0,0.0,0.0,0.0
PIT,57.0,2016-01-03,129.0,4.0,11.0,16.0,0.0,0.0,0.0,1.0
CLE,60.0,2016-01-03,71.0,4.0,5.0,-16.0,0.0,1.0,0.0,0.0
JAC,71.0,2016-01-03,3528.0,4.0,15.0,0.0,0.0,0.0,0.0,1.0
HOU,84.0,2016-01-03,3445.0,4.0,16.0,0.0,0.0,0.0,0.0,1.0
JAC,42.0,2016-01-03,3241.0,4.0,4.0,0.0,0.0,1.0,0.0,0.0
HOU,11.0,2016-01-03,3027.0,4.0,11.0,0.0,0.0,0.0,1.0,0.0
JAC,79.0,2016-01-03,2939.0,4.0,13.0,-3.0,0.0,0.0,0.0,1.0
JAC,25.0,2016-01-03,2417.0,4.0,4.0,-10.0,0.0,0.0,1.0,0.0
HOU,74.0,2016-01-03,2334.0,4.0,4.0,7.0,0.0,0.0,0.0,1.0
JAC,64.0,2016-01-03,2011.0,4.0,8.0,-14.0,0.0,0.0,0.0,1.0
HOU,74.0,2016-01-03,1902.0,4.0,8.0,14.0,0.0,0.0,0.0,1.0
HOU,33.0,2016-01-03,1808.0,4.0,2.0,14.0,0.0,0.0,1.0,0.0
HOU,68.0,2016-01-03,1644.0,4.0,9.0,17.0,0.0,0.0,0.0,1.0
JAC,46.0,2016-01-03,1499.0,4.0,11.0,-17.0,0.0,0.0,0.0,1.0
HOU,34.0,2016-01-03,1135.0,4.0,2.0,17.0,0.0,1.0,0.0,0.0
JAC,63.0,2016-01-03,1078.0,4.0,7.0,-17.0,0.0,0.0,0.0,1.0
JAC,16.0,2016-01-03,946.0,4.0,13.0,-17.0,0.0,0.0,1.0,0.0
HOU,32.0,2016-01-03,679.0,4.0,8.0,14.0,0.0,0.0,1.0,0.0
HOU,33.0,2016-01-03,208.0,4.0,6.0,14.0,0.0,0.0,1.0,0.0
JAC,29.0,2016-01-03,78.0,4.0,12.0,-23.0,1.0,0.0,0.0,0.0
OAK,49.0,2016-01-03,3125.0,4.0,9.0,-7.0,0.0,0.0,0.0,1.0
KC,43.0,2016-01-03,2873.0,4.0,1.0,7.0,1.0,0.0,0.0,0.0
OAK,11.0,2016-01-03,2623.0,4.0,2.0,-14.0,0.0,0.0,1.0,0.0
KC,44.0,2016-01-03,2307.0,4.0,9.0,11.0,0.0,0.0,0.0,1.0
OAK,81.0,2016-01-03,2200.0,4.0,12.0,-11.0,0.0,0.0,0.0,1.0
KC,39.0,2016-01-03,1924.0,4.0,4.0,5.0,0.0,0.0,0.0,1.0
OAK,71.0,2016-01-03,1826.0,4.0,6.0,-5.0,0.0,0.0,0.0,1.0
OAK,70.0,2016-01-03,1744.0,4.0,9.0,-5.0,0.0,0.0,0.0,1.0
KC,51.0,2016-01-03,1570.0,4.0,5.0,5.0,0.0,0.0,0.0,1.0
OAK,93.0,2016-01-03,1445.0,4.0,13.0,-5.0,0.0,0.0,0.0,1.0
OAK,58.0,2016-01-03,1118.0,4.0,3.0,-14.0,0.0,0.0,0.0,1.0
KC,60.0,2016-01-03,926.0,4.0,11.0,14.0,0.0,0.0,0.0,1.0
OAK,61.0,2016-01-03,734.0,4.0,3.0,-14.0,0.0,0.0,0.0,1.0
KC,21.0,2016-01-03,207.0,4.0,11.0,14.0,0.0,0.0,0.0,0.0
KC,31.0,2016-01-03,203.0,4.0,21.0,14.0,0.0,1.0,0.0,0.0
OAK,63.0,2016-01-03,145.0,4.0,1.0,-14.0,1.0,0.0,0.0,0.0
KC,42.0,2016-01-03,100.0,4.0,5.0,7.0,0.0,0.0,0.0,1.0
SD,32.0,2016-01-03,3315.0,4.0,2.0,-7.0,0.0,0.0,1.0,0.0
SD,91.0,2016-01-03,3124.0,4.0,6.0,-4.0,0.0,0.0,0.0,1.0
SD,47.0,2016-01-03,2802.0,4.0,4.0,-4.0,0.0,0.0,0.0,1.0
SD,67.0,2016-01-03,2608.0,4.0,6.0,-4.0,0.0,0.0,0.0,1.0
DEN,51.0,2016-01-03,2371.0,4.0,5.0,4.0,0.0,0.0,0.0,1.0
SD,92.0,2016-01-03,2234.0,4.0,13.0,-4.0,0.0,0.0,0.0,1.0
SD,24.0,2016-01-03,2156.0,4.0,6.0,-4.0,0.0,0.0,1.0,0.0
DEN,80.0,2016-01-03,2062.0,4.0,10.0,1.0,0.0,0.0,0.0,1.0
SD,56.0,2016-01-03,1870.0,4.0,17.0,-1.0,0.0,0.0,0.0,1.0
SD,60.0,2016-01-03,1623.0,4.0,5.0,-1.0,0.0,0.0,0.0,1.0
SD,38.0,2016-01-03,934.0,4.0,3.0,-1.0,0.0,1.0,0.0,0.0
DEN,30.0,2016-01-03,793.0,4.0,10.0,1.0,0.0,0.0,1.0,0.0
DEN,17.0,2016-01-03,588.0,4.0,3.0,-3.0,0.0,0.0,1.0,0.0
SD,71.0,2016-01-03,476.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0
DEN,75.0,2016-01-03,392.0,4.0,8.0,0.0,0.0,0.0,0.0,1.0
SD,40.0,2016-01-03,107.0,4.0,6.0,-7.0,0.0,1.0,0.0,0.0
CAR,42.0,2016-01-03,3242.0,4.0,29.0,0.0,0.0,0.0,0.0,1.0
TB,53.0,2016-01-03,2980.0,4.0,4.0,0.0,0.0,0.0,0.0,1.0
TB,21.0,2016-01-03,2792.0,4.0,6.0,0.0,0.0,0.0,1.0,0.0
TB,79.0,2016-01-03,2511.0,4.0,9.0,-4.0,0.0,0.0,0.0,1.0
CAR,31.0,2016-01-03,2374.0,4.0,10.0,4.0,0.0,0.0,1.0,0.0
TB,81.0,2016-01-03,1971.0,4.0,11.0,-14.0,0.0,0.0,0.0,1.0
TB,71.0,2016-01-03,1626.0,4.0,12.0,-21.0,0.0,0.0,0.0,1.0
CAR,68.0,2016-01-03,1517.0,4.0,10.0,21.0,0.0,0.0,0.0,1.0
TB,52.0,2016-01-03,322.0,4.0,8.0,-28.0,1.0,0.0,0.0,0.0
TB,37.0,2016-01-03,76.0,4.0,32.0,-28.0,0.0,1.0,0.0,0.0
ARI,61.0,2016-01-03,3481.0,4.0,6.0,0.0,0.0,0.0,0.0,1.0
SEA,34.0,2016-01-03,2894.0,4.0,3.0,7.0,0.0,0.0,1.0,0.0
ARI,74.0,2016-01-03,2055.0,4.0,15.0,-11.0,0.0,0.0,0.0,1.0
ARI,74.0,2016-01-03,1995.0,4.0,4.0,-18.0,0.0,0.0,0.0,1.0
ARI,71.0,2016-01-03,1914.0,4.0,1.0,-24.0,0.0,0.0,0.0,1.0
SEA,22.0,2016-01-03,1832.0,4.0,10.0,24.0,0.0,0.0,1.0,0.0
SEA,15.0,2016-01-03,1484.0,4.0,2.0,24.0,0.0,0.0,1.0,0.0
SEA,34.0,2016-01-03,1195.0,4.0,23.0,27.0,0.0,0.0,1.0,0.0
ARI,72.0,2016-01-03,1107.0,4.0,2.0,-30.0,0.0,0.0,0.0,1.0
SEA,56.0,2016-01-03,920.0,4.0,14.0,30.0,0.0,0.0,0.0,1.0
ARI,88.0,2016-01-03,862.0,4.0,23.0,-30.0,0.0,0.0,0.0,1.0
SEA,57.0,2016-01-03,707.0,4.0,1.0,30.0,0.0,0.0,0.0,1.0
ARI,12.0,2016-01-03,325.0,4.0,10.0,-30.0,0.0,1.0,0.0,0.0
SEA,34.0,2016-01-03,117.0,4.0,5.0,30.0,1.0,0.0,0.0,0.0
STL,81.0,2016-01-03,3422.0,4.0,11.0,0.0,0.0,0.0,0.0,1.0
SF,43.0,2016-01-03,3335.0,4.0,6.0,0.0,0.0,0.0,0.0,1.0
STL,15.0,2016-01-03,3196.0,4.0,5.0,0.0,0.0,0.0,1.0,0.0
SF,66.0,2016-01-03,3037.0,4.0,8.0,-3.0,0.0,0.0,0.0,1.0
STL,81.0,2016-01-03,2905.0,4.0,2.0,3.0,0.0,0.0,0.0,1.0
,,2016-01-03,2485.0,4.0,4.0,,,,,
STL,36.0,2016-01-03,2479.0,4.0,4.0,-4.0,0.0,1.0,0.0,0.0
SF,8.0,2016-01-03,2348.0,4.0,8.0,4.0,0.0,0.0,1.0,0.0
STL,14.0,2016-01-03,1968.0,4.0,3.0,-7.0,0.0,0.0,1.0,0.0
SF,65.0,2016-01-03,1836.0,4.0,9.0,-3.0,0.0,0.0,0.0,0.0
SF,70.0,2016-01-03,1836.0,4.0,14.0,-3.0,0.0,0.0,0.0,1.0
SF,10.0,2016-01-03,1481.0,4.0,6.0,-6.0,0.0,0.0,1.0,0.0
STL,34.0,2016-01-03,978.0,4.0,13.0,3.0,0.0,0.0,1.0,0.0
SF,39.0,2016-01-03,765.0,4.0,4.0,-3.0,0.0,1.0,0.0,0.0
STL,41.0,2016-01-03,635.0,4.0,2.0,3.0,0.0,0.0,0.0,0.0
STL,46.0,2016-01-03,631.0,4.0,7.0,3.0,0.0,0.0,0.0,1.0
SF,20.0,2016-01-03,273.0,4.0,13.0,-3.0,0.0,0.0,1.0,0.0
STL,77.0,2016-01-03,174.0,4.0,7.0,0.0,0.0,0.0,0.0,1.0
SF,37.0,2016-01-03,99.0,4.0,4.0,0.0,0.0,0.0,0.0,1.0
STL,70.0,2016-01-03,52.0,4.0,10.0,0.0,0.0,0.0,0.0,1.0
SF,50.0,2016-01-03,732.0,4.0,10.0,0.0,0.0,0.0,0.0,1.0
STL,30.0,2016-01-03,300.0,4.0,9.0,0.0,0.0,0.0,1.0,0.0
MIN,62.0,2016-01-03,3436.0,4.0,3.0,0.0,1.0,0.0,0.0,0.0
MIN,21.0,2016-01-03,3349.0,4.0,10.0,0.0,0.0,0.0,1.0,0.0
GB,59.0,2016-01-03,3131.0,4.0,1.0,-3.0,1.0,0.0,0.0,0.0
GB,10.0,2016-01-03,2826.0,4.0,1.0,-3.0,0.0,0.0,1.0,0.0
MIN,68.0,2016-01-03,2733.0,4.0,2.0,0.0,0.0,0.0,0.0,1.0
GB,77.0,2016-01-03,2578.0,4.0,14.0,0.0,0.0,0.0,0.0,1.0
MIN,60.0,2016-01-03,2328.0,4.0,10.0,0.0,0.0,0.0,0.0,1.0
GB,76.0,2016-01-03,2204.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0
GB,81.0,2016-01-03,2201.0,4.0,10.0,0.0,0.0,0.0,0.0,1.0
MIN,14.0,2016-01-03,1978.0,4.0,13.0,0.0,0.0,0.0,1.0,0.0
GB,40.0,2016-01-03,1852.0,4.0,5.0,-3.0,0.0,1.0,0.0,0.0
MIN,42.0,2016-01-03,1815.0,4.0,2.0,3.0,0.0,0.0,0.0,0.0
MIN,47.0,2016-01-03,1812.0,4.0,7.0,3.0,0.0,0.0,0.0,1.0
GB,71.0,2016-01-03,1713.0,4.0,1.0,-3.0,0.0,0.0,0.0,1.0
GB,72.0,2016-01-03,1432.0,4.0,9.0,-10.0,0.0,0.0,0.0,1.0
GB,37.0,2016-01-03,978.0,4.0,4.0,-16.0,1.0,0.0,0.0,0.0
MIN,52.0,2016-01-03,607.0,4.0,4.0,9.0,0.0,0.0,0.0,1.0
GB,25.0,2016-01-03,339.0,4.0,10.0,-9.0,0.0,0.0,1.0,0.0
GB,13.0,2016-01-03,138.0,4.0,13.0,-6.0,0.0,1.0,0.0,0.0
MIN,73.0,2016-01-03,67.0,4.0,3.0,6.0,0.0,0.0,0.0,1.0
GB,58.0,2016-01-03,43.0,4.0,10.0,-6.0,1.0,0.0,0.0,0.0
GB,38.0,2016-01-03,1.0,4.0,2.0,-6.0,0.0,1.0,0.0,0.0
CAR,59.0,2016-09-08,2700.0,4.0,5.0,7.0,0.0,0.0,0.0,1.0
DEN,72.0,2016-09-08,1915.0,4.0,7.0,-7.0,0.0,0.0,0.0,1.0
CAR,56.0,2016-09-08,1593.0,4.0,1.0,10.0,0.0,0.0,0.0,1.0
CAR,89.0,2016-09-08,1366.0,4.0,10.0,10.0,0.0,0.0,0.0,1.0
DEN,85.0,2016-09-08,1251.0,4.0,9.0,-10.0,0.0,0.0,0.0,1.0
CAR,68.0,2016-09-08,1150.0,4.0,17.0,10.0,0.0,0.0,0.0,1.0
DEN,2.0,2016-09-08,646.0,4.0,1.0,-3.0,1.0,0.0,0.0,0.0
CAR,18.0,2016-09-08,265.0,4.0,5.0,-4.0,0.0,0.0,1.0,0.0
DEN,82.0,2016-09-08,197.0,4.0,17.0,1.0,0.0,0.0,0.0,1.0
CAR,71.0,2016-09-08,120.0,4.0,21.0,-1.0,0.0,0.0,0.0,0.0
ATL,72.0,2016-09-11,3484.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0
TB,25.0,2016-09-11,3297.0,4.0,16.0,0.0,0.0,0.0,1.0,0.0
ATL,16.0,2016-09-11,3133.0,4.0,10.0,-3.0,0.0,0.0,1.0,0.0
TB,68.0,2016-09-11,3046.0,4.0,3.0,0.0,0.0,0.0,0.0,1.0
ATL,58.0,2016-09-11,2965.0,4.0,4.0,0.0,0.0,0.0,0.0,1.0
ATL,44.0,2016-09-11,2223.0,4.0,9.0,0.0,0.0,0.0,0.0,1.0
TB,91.0,2016-09-11,2108.0,4.0,10.0,0.0,0.0,0.0,0.0,1.0
ATL,16.0,2016-09-11,1910.0,4.0,16.0,0.0,0.0,0.0,1.0,0.0
ATL,50.0,2016-09-11,1416.0,4.0,20.0,-11.0,0.0,0.0,0.0,1.0
ATL,50.0,2016-09-11,1128.0,4.0,3.0,-18.0,1.0,0.0,0.0,0.0
TB,67.0,2016-09-11,900.0,4.0,2.0,10.0,0.0,0.0,0.0,1.0
ATL,55.0,2016-09-11,701.0,4.0,5.0,-10.0,0.0,0.0,0.0,1.0
TB,88.0,2016-09-11,602.0,4.0,6.0,10.0,0.0,0.0,0.0,1.0
ATL,11.0,2016-09-11,299.0,4.0,8.0,-10.0,0.0,0.0,1.0,0.0
TB,50.0,2016-09-11,120.0,4.0,2.0,7.0,0.0,0.0,0.0,1.0
ATL,72.0,2016-09-11,77.0,4.0,10.0,-7.0,0.0,1.0,0.0,0.0
TEN,36.0,2016-09-11,3335.0,4.0,11.0,0.0,0.0,0.0,0.0,1.0
MIN,74.0,2016-09-11,3262.0,4.0,4.0,0.0,0.0,0.0,0.0,1.0
TEN,10.0,2016-09-11,2990.0,4.0,6.0,0.0,0.0,0.0,1.0,0.0
MIN,19.0,2016-09-11,2538.0,4.0,18.0,-3.0,0.0,0.0,1.0,0.0
TEN,45.0,2016-09-11,2281.0,4.0,2.0,3.0,0.0,0.0,0.0,1.0
MIN,63.0,2016-09-11,2103.0,4.0,1.0,-3.0,0.0,0.0,0.0,1.0
MIN,32.0,2016-09-11,1741.0,4.0,8.0,-10.0,0.0,0.0,1.0,0.0
TEN,71.0,2016-09-11,1599.0,4.0,1.0,7.0,0.0,0.0,0.0,1.0
MIN,15.0,2016-09-11,1264.0,4.0,2.0,-7.0,0.0,0.0,1.0,0.0
TEN,76.0,2016-09-11,935.0,4.0,11.0,-2.0,0.0,0.0,0.0,1.0
